AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-14.66987707929535,-2.1550390596221742,-4.625121267697153,-5.225051780284087,-2.871323949165437,-2.0915551711158256,-11.32443924074602,-8.17183613206801,-1.8004031362014876,-12.400681974407773,-11.417778965221244,-8.997055462957992,2.317560194262565,-1.6281328381120694
-14.128048193922378,-2.390642325061817,-7.247356716032798,-6.588589207029981,-3.4741232629642136,-0.986193820662776,-10.46372166593106,-7.791202908902381,-0.2443443533358262,-11.611921921646914,-9.203014235615033,-9.761319968069936,4.08130937871258,-4.898923504725333
-14.61137333276259,-6.640132132206718,-11.757832127590202,-10.247479557384477,-6.2735127660472205,-0.6416857294633374,-8.220940687128696,-7.216617680048596,0.8180822828217673,-10.717880755939351,-6.39368930980509,-12.830687575299631,6.655129700386506,-10.019406651269932
-15.214300405647194,-13.589997126049322,-15.736689041246382,-12.25842316894267,-7.941037512467751,-1.0991681043385355,-5.22149812323861,-6.138192651478177,0.7141354309596624,-9.975190969929988,-6.176264589485543,-13.531228625817,6.755480611422396,-14.404572582853008
-17.205234043046868,-18.74980335378899,-17.23092372277442,-13.629826657078311,-9.48425363673838,-2.3160304276181054,-2.520471830314824,-3.904136832988256,-0.3951919076281434,-9.809244346818913,-9.6575762419125,-11.968610162382827,3.60752610072228,-16.144731023293076
-16.898627671989804,-18.22016403686719,-16.338644363926026,-12.604897317915867,-7.824635102447403,0.084362880652291,-1.0316322985905797,-0.4560920560509103,-1.7456894890089591,-8.874618536200712,-10.054557784776035,-8.290840850656474,-1.5604337388145515,-15.52729799832536
-14.328732912139497,-12.196734273905856,-14.76390937471012,-8.438635617980225,-2.2655494127367617,3.926558473777764,-0.9268801172654172,2.893403483680329,-2.631703305058182,-7.3296024616593405,-8.126321664835206,-1.3120102979686088,-8.69520070753627,-14.46350149065624
-11.926516354136115,-4.99404564130257,-13.959913724653594,-5.8682158684905055,-0.7804978511519249,5.532695092897156,-1.470992339143237,4.126880525384925,-2.899714195007964,-5.0500018107203575,-5.357698556437739,3.626899445391613,-10.915433086983056,-14.444815583348111
-8.985419022927331,-1.4905748153216214,-13.695083362050465,-4.509537486592674,-2.9749885824369344,4.595302511927794,-1.527027375817818,2.5087761131957578,-2.808911808726765,-1.7551707975592066,-0.4811385587579825,6.606084992491198,-6.343544447777909,-14.98320319088734
-4.537464582667482,-3.157930767399285,-12.316182121932258,-1.4609358957682088,-5.317801689095078,0.6859781345020728,-0.3770866080140642,0.0168109139269567,-2.424357283678745,0.4440337116087019,2.8175324998290496,10.207021683019171,-2.25546947890934,-13.941875353217092
1.235922036346268,-7.154098611729621,-8.36086201124293,2.499704110146813,-9.42687099266094,-3.703533325913206,1.8771285260183888,0.319875539397735,-1.2590555609453506,1.5179840686366275,4.430088757015528,13.29631242414822,3.3222739460529525,-9.400054940892684
4.197406451756964,-9.09580800492004,-2.058388212277213,3.581468328767778,-10.435682288296729,-4.962803345898364,4.6894437652770105,5.598741724360114,1.2842131656037403,2.698760160210014,5.839508213570753,15.047951101988703,6.139761539717991,-1.4303018406975785
