AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
22.660886090973875,16.02081453202642,20.546067646936727,15.475346338507055,7.573275860647232,6.982582548251545,-4.574455668194818,-5.524573133998961,9.142878014743022,10.339779336376113,8.348493073672763,5.755929913356384,5.346219328447547,7.417358179805466
23.56889747054881,14.536921278602978,20.590038759739187,10.837539403917807,9.884106654177002,5.461653097092679,-6.439151906416752,-13.524854952039972,-3.214782837243483,5.303365898180719,1.0746728958159046,4.325294731821096,-1.7188343980965255,9.827759249016292
20.52331811700288,13.05837937755018,19.31660191854782,4.773796730079674,11.885338279042706,2.954226814816564,-10.11438177168822,-23.313152360699057,-17.445596724697538,0.0332314486317812,-7.805020231616702,0.2946618027306158,-7.45192995209193,11.281719193820472
16.161569630177013,11.916917592914942,18.12531662100189,4.308387016628856,13.54167637304158,2.4387353465456365,-11.223130420309507,-31.080401783927257,-28.178351728335898,-4.854204758733189,-13.460335562447623,-4.403041907462111,-8.969837349929435,11.668430325689116
14.085428239226772,17.865505040292778,17.444467468607346,13.279503442729208,14.298474633941064,4.119795014754664,-10.068337225922953,-33.04504698866957,-31.39092027248435,-8.479031589824231,-13.03210022967285,-7.26807077917023,-6.0284723541889065,11.383470875116586
16.34913409351077,25.320992290689773,14.40313830958343,28.625184784911625,14.085216870357089,4.5483446146354245,-7.815672678520309,-28.097618560321948,-26.92216311955077,-9.697324486876,-7.593850506909632,-7.033004680153681,-0.5159151086536156,10.74893792195951
21.89631248665927,32.34558771872834,9.2846277412417,41.77078044758301,14.066090370770176,4.306473012401898,-3.5273818326842683,-18.698708479451653,-18.48958489849048,-7.873939543525012,-1.0355961554463704,-4.598778222325478,5.285610571578644,9.776074523278965
27.21595681256068,36.20231306506972,4.083944907731134,44.361232165917215,13.399925389102798,3.426208995628193,-3.3471422393920034,-9.333384073594914,-11.197233641461452,-3.800038013937609,3.0143783601579344,-2.2916660930247303,10.003633389359097,8.436654867031592
28.635680537828875,29.73175086316119,-1.6182531821463,34.00568137293652,13.086278969418306,1.2839724626340046,-7.713679448329317,-3.786354960940116,-8.417697010955322,0.1845812108404345,3.470246724440898,-2.0854039419477037,13.081166324637763,6.939514191144326
24.43860053497264,19.908223506203537,-7.4683729322017856,15.754121530563168,12.91295406281102,1.787705051934243,-11.071151852786285,-3.2386456629590725,-10.22491495391796,1.2466477287196085,1.514593502844889,-4.323773472622406,13.848027102598053,5.538548156250442
15.421934877237504,8.18272897647459,-13.096082029422435,-1.4720833796451416,11.330845232617808,5.019776467915536,-14.779519277801253,-6.2523967573941945,-14.143804034083018,-2.256955605239113,-1.408095467819578,-7.913067579083247,11.17490259076618,4.073079405518456
3.98400666099792,-1.2016399903091444,-15.000108225429058,-10.510843738405017,9.652164122439906,5.107765872832795,-15.386220052716904,-10.163853029846392,-17.193728814875612,-9.564584155387422,-4.987725125489874,-11.510920931979284,4.4408108508816895,1.9114871584263824
