AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-9.743884279242742,-15.094798375721496,-4.81546995205696,-2.3904189363046164,-2.770766887303367,-2.6118583678094365,-5.828611486523112,0.6834336245305686,-4.824350110490949,-8.522573958535569,-6.081838585372743,-1.581798277406435,3.19550949622596,-21.42341166665176
-3.085250906386186,-15.804035701007102,-3.1478521216956827,-2.7978191473456264,-2.458371713661983,0.535240044456192,-3.5082810519469056,4.5409799693729695,-3.097332211373809,-7.039810670694558,-5.5288609469169385,-1.548999134265762,4.225978338287501,-24.757915598371508
7.654742334283797,-15.553933519790776,-0.961590757503244,-2.5825119054711534,-1.529185609958637,3.8239427567894095,-0.9047183699067992,3.93073575918562,-0.5822087314353998,-4.73695259234231,-4.884680697311762,-6.672489788290708,1.8213565256628392,-23.63737043952885
14.691709965544876,-14.994552376747574,-1.6104514230275284,-3.260836019264284,-1.3062516494983492,5.380011940249979,1.9572494831774527,-1.389654508700911,-0.3757039704160047,-4.358516079327532,-5.562985330647889,-8.01764495335305,-2.103218238986134,-17.34403757297681
5.951416100135111,-13.852716869722515,-6.260591930368978,-4.755667635494083,-1.8301151882381963,3.119688568900413,4.937944044629457,-8.064459913674781,-3.0757833158293573,-6.64003117070665,-8.155374102598836,-8.602636075055369,-5.4674223316314325,-9.83326618805511
3.495572392264563,-14.158446982581015,-10.243555794156055,-7.142961116805439,-3.540817106286361,-0.0714082617846539,6.9891274114484006,-11.709377364733182,-5.7527859449829455,-9.07586961287167,-10.677361033208175,-12.733219415845312,-7.728602229620105,-6.762350320351118
-1.6054767840700168,-16.13758267220682,-14.602056940188048,-10.8040551737667,-6.864205717054338,-3.468968864365116,6.847288355984777,-10.5348392041389,-9.277347304964737,-12.542400188016057,-13.6184722952101,-12.750128331177487,-9.67958700962713,-11.011583244750422
-7.362897605070154,-17.22258479120761,-15.714460661220588,-12.090765849600954,-8.129163097548094,-5.2834081631345216,4.518425301554416,-6.716723702321088,-10.381909346709472,-13.548124723020182,-14.360732893726343,-11.91331597222891,-11.783131843023604,-20.410901546710164
-2.2985855910978765,-17.835309155366232,-12.545723034421096,-10.86284556748491,-7.326091122078999,-3.840255646454521,1.699966621611889,-4.176734451372624,-8.431736413542437,-11.563895939198783,-12.383961768025616,-11.02883473392098,-13.009791691523212,-29.220920611111456
-3.806803533328727,-15.993700813466411,-8.975671643469155,-8.385184538892698,-5.161866049652891,-1.7286545230560768,0.3507507501717555,-4.834416644971849,-6.79460862978859,-8.42685742044907,-9.671543923286409,-5.696574874718184,-11.584351648604176,-31.89127732979477
-4.35421039897747,-11.02393161230439,-3.844586950560565,-3.701359060499368,-0.6927497309182103,0.5192390770213885,0.7532244118372375,-6.913872439241072,-4.577895896662868,-3.0844447129479726,-5.418515599325429,-0.406856741943245,-6.975927437096448,-26.32732297812099
-1.3101657046623174,-7.61746041594855,-1.924100796279394,-1.0366051135903538,1.2572758956127985,2.0753450178957054,1.1768204419796824,-6.930673643253417,-3.3386268847068203,-0.3397784382457394,-3.285979678773681,1.0868369849031148,-1.03666085680252,-14.809729241039438
-3.533729801838241,-5.335851977665221,-4.085531027302842,-0.6290006478561504,0.5319124850924776,1.4114268081683266,-0.3177854412293293,-3.3892222684590863,-3.6442298243620574,-0.5783492091777628,-3.724559629021852,-0.6958745694828933,3.0811659913844025,-2.4507052490760017
0.1150641356840691,-4.409464268613985,-6.527305772994156,-0.6984360510090534,-0.4598016469173618,0.0658348961925666,-3.6893228963696094,1.463804614785829,-4.192740614994961,-1.889796842811824,-5.2379118093518695,-4.078982182448499,3.40063052139482,5.719489392653017
2.7642857101675755,-5.898016910752101,-10.641283850601242,-2.3396436047034395,-2.869893357833145,-1.0764120891992637,-6.626713115699676,3.5803748260490806,-5.569821247865442,-5.597331254399325,-8.919793689996158,-9.556958845340898,0.7064307680892092,7.496412724662122
1.4032797668136112,-4.797023277625613,-10.377134621134678,-2.105257605153777,-2.9461815129639413,-1.4152843201371033,-6.567164130060059,0.9107928845546772,-5.490554571724866,-6.507738125766853,-9.212608154921512,-11.098961164553842,-2.253569792274188,4.605913640487191
3.8380402277944254,-1.2402587534024987,-4.87875629347704,0.2239907498556125,-0.290374744138805,0.3038205671852328,-3.0668369037582472,-4.519965762907013,-3.714367303331139,-4.322569236936984,-5.768761459736767,-5.863941357213993,-3.177882493400265,1.380021303631942
4.109535578502412,2.84575437569794,1.2061195225756305,3.352159531535232,2.2504027307976533,3.549612436623564,1.798547537094393,-8.146437448553478,0.277872802761747,-1.1849668985643602,-0.1493023520768604,-0.8459248513506024,-1.9651175857699243,1.6505291371406372
9.064926825234174,8.542609349965476,9.521874588531546,8.188351680086585,5.61062776543631,6.95311139063528,5.316361659763565,-6.555984876095078,7.291324392196481,4.251738455816063,9.193233803268187,6.608907469453887,-0.2779682164403745,5.978195871553908
