AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
4.868189271637398,16.367284547763454,0.9129093305496312,6.033571517092884,2.004298313833913,-8.739383322659098,-11.261657001522838,-14.10047803261175,-16.814667730194206,-7.151258361310639,6.054209284133304,-5.563212931963054,-6.32216922754062,0.7987560762428565
-2.935479499822023,3.396365786484825,-3.1796774031662984,9.895490320081862,-2.1174552450324424,-11.308758791555924,-9.245022445683524,-16.459589604010816,-22.93577235888484,-17.90498069673717,-8.66430498608186,-7.921108366897897,-6.111984720833785,-8.77255812125593
-6.503422890388936,-3.78686000526325,-3.066954548912093,23.877260599095575,-1.81039609698172,-7.8944275029063,-0.764741159395836,-8.348962659259612,-16.953359049611425,-14.924694634064764,-10.08361422433741,-1.9735022211953,5.250813982635588,-7.574218976420713
-2.452130552491006,1.385562938801968,3.077922902884332,32.793033283210335,1.1707670873891587,0.0241210002664118,11.22482181125902,7.4766917641209,0.0661068297712468,2.5529681444283305,6.944343816363176,11.37270290602824,22.546286396149192,4.933063795770593
6.67040979756786,15.594273363600294,12.269608719319455,23.233692760370065,2.5944232345102067,7.722056705384926,20.53041516374443,22.6720721495522,18.94770191558415,24.558846026730112,32.30013725970572,25.209038593261518,34.41588351740386,20.618312852095983
14.192205969413642,28.16128010000015,18.68278249630726,20.510006806983263,4.8979973015873615,10.622903102549984,21.730352117236524,28.812649097701765,28.76978285520717,37.36489081900555,47.75772072729144,31.14436528933936,32.496784903961114,28.89692281842137
14.686864894707234,29.805474494383205,18.042069578462783,11.90413610008135,1.7808621622330512,7.565067920730527,14.18171075256818,23.082947503377103,24.865282058044908,33.79728138020015,41.66471418284675,25.470822305572188,18.81726791970174,24.769870135447107
8.166221770182961,20.11350833022524,10.762770018585073,-0.643659822232145,-4.886241307450391,1.1437127368837814,2.589218935853556,9.923453069063928,12.123011250328036,18.52886865147768,18.59826234461684,12.016208150548607,4.166136700073086,12.135224122084376
-0.4940603206308367,7.170822616986062,1.2973059874282455,1.472046043987259,-6.581389031446197,-4.920324924835185,-6.573526113343998,-2.507486568849721,0.819849125065069,3.8624272820281327,-4.679574121466615,-0.8468188469319635,-1.614917936911585,-0.0661111181018121
-6.020821263489651,-0.0574420235237234,-5.504846879172714,-0.794724881713984,-6.42452828137418,-8.690880846547714,-9.825416846306313,-8.149843498041147,-1.5631906354032097,-0.4006354951770383,-13.369012599830487,-6.635736869804557,1.6721730816238178,-5.20700829841854
-6.836826728230932,0.6751498560781073,-7.79207434752292,-6.823266283133231,-3.73170091131702,-10.60620640456833,-8.63844565943468,-6.635390414947551,4.301676713465579,5.703533636465174,-6.196791538360035,-5.238574860496112,5.374742589712369,-3.4917396186488467
-5.345575095972119,4.183965295847248,-7.211900095263154,-5.958831312098226,0.8491997968709656,-11.772502695075907,-7.23202856182154,-2.2870241453551508,11.279745273193594,13.745331560172382,5.483087044399426,-1.848558715732441,1.3541021814955734,-0.2944203105746297
-4.851179169579723,3.872755065167688,-6.6545733417387325,-9.655582064973752,2.4726612192521067,-12.198157451254236,-8.53481239838342,0.003649320290318,12.4303903223023,15.042452092831496,9.053768036201271,-1.7813022285043232,-9.65243596529688,-0.6378384018243146
-6.4812890463023365,-2.0062041901022063,-7.632744090798383,-15.074164411303222,1.2161742114707963,-10.809914182937282,-11.948353018705468,-1.631119130029429,6.462716409597672,7.716253158782077,1.237582796982711,-6.089577105438387,-19.00914762951522,-5.139988775034919
-8.822055577565592,-9.668120448492582,-9.515967187693777,-14.034797215622676,1.1193804947076835,-6.910758798942457,-14.500870371170176,-5.532962395045413,-2.372052775123276,-3.1897495704708554,-11.200500214678309,-11.620919987706849,-19.018365072297527,-10.61340353627475
-9.924502644241802,-14.221118529620371,-10.780959815305865,-13.960465927635354,2.7512658684639826,-1.3187287098011922,-13.83588785047726,-8.729153801372487,-8.808258525994926,-11.306527527990804,-19.42149196381899,-14.6727114786185,-10.259036114930444,-13.79181734260474
-9.241076530007732,-13.984794113171109,-10.659647390958083,-13.925892502128155,4.350283520269159,3.961038929831503,-10.167524198668415,-9.479574353738176,-10.749083876440396,-14.158975650989886,-20.25822785476847,-14.27722861485633,-0.3107038979064533,-14.129344032465893
-7.724261733797661,-10.85154551294858,-9.61536131196792,-9.023665206180448,6.971187525875735,7.120896377469553,-5.699685640690216,-8.144075212723312,-9.71390238973466,-13.61889689176558,-16.916490537890525,-12.236836123020089,3.904606707931777,-13.355836302363777
-6.521280294861537,-7.661595869681594,-8.540957565910517,-4.716132769239724,6.833472725183823,7.776747555614389,-2.4208239914158334,-6.20718113460962,-8.308540081485912,-12.673797239625396,-13.968372007053492,-10.6782930350763,1.837323121437972,-13.094755468793846
-5.918684727637512,-5.976778911972001,-7.803676142093252,-2.94028810912125,2.203260276790353,7.174995867508997,-0.4429132754611622,-4.760853877932483,-7.860366839680132,-12.667470053798787,-12.993852805629071,-10.093122701583574,-2.075010880877798,-13.435134442918685
-5.459698795939275,-5.792054397752267,-7.133292891425668,-1.1604820513597138,-3.023022644782326,7.270315280852671,1.696620313239368,-3.7881205911572167,-8.126240387315585,-13.295340766748826,-12.721452301587028,-9.625278710315389,-4.056641400664802,-13.639916706424833
-4.712740407921304,-6.1095592368377645,-6.241726565168442,-0.4451256427909119,-4.620392613448552,9.171593987399532,5.2220723164683545,-2.602681700475074,-8.35771951463206,-14.008589399757057,-11.79463617709868,-8.62448743651938,-4.288502540872656,-13.542442422165594
-3.686364546161697,-5.3424855387506245,-5.269393470032794,-1.1011968848509883,-2.53077620920321,11.940388495658295,9.59011805536248,-0.8038246252833368,-8.061693082632651,-14.501870309198228,-10.174873250939584,-7.371524338611966,-5.012653478488698,-13.654593227516791
-2.606147879215873,-2.120553562037175,-4.479037867506461,-0.2729192722608744,1.3290548248219922,12.862752121436452,12.736159205391822,1.1777175853303543,-6.954781451235828,-14.085862371118836,-8.12539751766228,-6.31009872351615,-6.7610460877231215,-13.917668543013107
-1.5774754332187566,3.054329040021752,-3.619076036881898,0.2729342107143073,3.11207766814779,9.473939497086574,12.900051913080658,2.3899608744281515,-4.854352744091805,-11.61733411849044,-5.115518726835667,-5.071320671680068,-7.545576670475626,-12.915790939625188
-0.6261229332282472,6.899883002463357,-1.8956926171937785,-0.1801189074711664,-3.7598917984591593,1.9528104100723984,10.2580571075879,2.1930437424506586,-2.0377690871319016,-6.79995990875322,-0.6369123152904566,-2.746350563090465,-5.750439542548001,-8.97943194775214
0.0382321158992597,5.320455464225715,1.124591448871695,-0.0529023476860206,-15.056042176884937,-6.37785926129656,6.697401320304467,0.8327690661279474,0.4205391773529996,-1.428117057180608,4.13884040554602,0.7754511788876641,-2.961093490140785,-2.3586619703555414
0.0290133503119491,-2.5365557069764684,4.520749703787209,-1.8884605595850317,-20.059635391640416,-11.342438060367678,3.931045477974448,-0.7611383490865808,1.0899862956925048,1.343261728995273,6.412776561126567,3.9991814844700073,-3.0527196443434725,3.8974679582653895
-0.8110725056464148,-12.191410204449769,6.186027670388416,-3.152283548321177,-13.699976557748672,-11.16788105728878,1.955768199014261,-1.717433660695022,-0.6971491036398039,-0.4439872774101197,4.09461847311302,4.70786327324536,-8.10677739151551,5.748349362682741
