AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-2.0054592101339246,4.244993292822572,-0.7115052078614084,-4.9662178310611145,2.689889711862647,1.745653904295328,0.0091069504692648,-0.3986852399675146,2.0494916328446164,-4.829821818447739,-3.756535309711096,-1.5901940136789827,-0.6275973778113633,-2.550145642625301
-4.190611234379856,6.452992102359836,-2.561242509957821,-4.195040936850488,2.9298127688620363,1.67335411062421,1.5660727039024287,-0.9870480492929063,2.9752131215117057,-9.867265794680211,-8.790946190821138,-4.586808034051396,-4.1461877086502135,-3.397085163051556
-9.265303197504505,6.045408726695441,-5.404918640671768,-1.8666279372516137,1.9448580154146764,-0.7275272875095702,5.634240196622569,-1.9710913680224056,3.6504301496836953,-13.974195577791598,-14.057122110074824,-8.224041804665138,-10.590481706715282,-5.303634956711624
-11.622011682251877,4.268309238811041,-7.930976621085076,-1.8094830004904143,0.5982686840649282,-4.418554031941575,6.600019987329901,-3.29362889601108,3.037188128648268,-15.337292263222675,-16.747059751379055,-10.16145704582424,-17.151182374733565,-6.814533792245672
-11.704729224512784,3.1538520128631173,-9.009521118394966,-5.077645908014045,-0.5719403068422905,-7.740541645232028,4.955615994160242,-5.062466065026662,0.720140419180914,-13.56678582514205,-15.330804359380611,-9.291513241480672,-20.949672383539827,-7.980306799322472
-11.846811511337563,3.839647030698684,-8.777587607622975,-6.501396239755895,-0.5380760112866761,-9.622645803352082,0.8754695881384235,-8.809615890456525,-2.610452093643111,-10.682985092589536,-11.777615587841655,-7.474371947991198,-21.70497987396674,-10.39120517298268
-10.969846760894,5.605596239710394,-8.337315694179622,-10.990624561072012,-1.3848651300001211,-10.073983607384974,-6.937485656929201,-14.737735825315466,-7.397693450522819,-9.60346481647646,-10.378428042841527,-8.019214476988495,-21.718442703440303,-13.857720438256491
-10.794278059578712,6.524620860927905,-8.512904698614332,-13.269492264077964,-1.9069761817380613,-9.73761569225004,-9.724033586485186,-18.14981481279214,-10.65067157403909,-11.626046300849843,-14.080980599264285,-12.387896178404988,-23.43196376745079,-17.115269787092664
-11.557618707289487,5.298516941711576,-9.062567131220236,-9.71169324611412,-1.1414140546401337,-9.122926393678554,-7.250721518728193,-19.113014164004337,-12.139569578042604,-15.533296372307344,-21.76473790563784,-18.61224357151792,-27.09603935802312,-20.374368931045534
-10.033942595593762,2.709168735278917,-9.098537055897715,-8.16307417729461,-1.4704963631543335,-8.249636628781124,-4.157577231264716,-17.89168189927488,-12.37047686168917,-19.05582547922694,-28.931282751755404,-23.069856156015515,-30.64351289053913,-21.643267133180466
-6.460044326077269,1.2640610843716669,-8.110450542187587,-3.885704977119805,-0.2921455588758513,-6.871991212675828,1.6102973138678711,-13.24203685553293,-10.445141617954258,-20.873615951042087,-31.101350546003943,-23.7262160625122,-31.54947538164161,-20.47328396242694
-5.291691804669294,3.1197996707844595,-6.473313407169223,-0.3589742983493658,1.0703425928013988,-4.883652588726917,3.4596625451389857,-12.195186635007955,-9.85069928697646,-21.09558283139807,-27.003329742734188,-21.615886678318127,-28.79722677746345,-19.02827797372192
-6.227869458362222,7.986006448732548,-5.059544673826596,-3.4034135585768084,0.1224138661180521,-2.473413797685887,0.5919612319537767,-14.842785462870998,-10.565288906166936,-20.23673123119437,-19.1904747037206,-19.4112405010488,-23.41355301121101,-16.72560981933974
-7.19042750911436,12.913001763635608,-4.547497543028211,-4.915259563461399,1.517834766496944,0.0039851804986446,-1.3601343504453178,-17.689879494873864,-11.626688810016258,-18.3874020810506,-12.008630971290392,-18.880542743046032,-17.52983447122199,-14.995955612174214
-9.055564347763074,14.32291245356924,-5.129887676380901,-7.342048557884034,2.7331923449172253,2.1913463666986983,-4.028718907031562,-22.345668405257232,-13.861030900295434,-15.611590757630116,-8.684683124956742,-19.74626365888697,-12.946319552988877,-14.241110979465333
-9.272681967504065,10.670231975375048,-6.657566057849454,-9.730745024193958,1.4157865002203935,3.7765866582332857,-4.368085718182792,-22.45017896568035,-13.886009615327309,-12.728152083074756,-9.537261363690966,-20.588739962424427,-10.152014403448984,-11.63021962247326
-7.481711321529513,3.5334155849781963,-8.756062387562553,-6.941409571351557,0.1195545523748023,4.53147730646141,-1.4510160709013518,-17.289608015568504,-11.553514154211266,-11.050798684122237,-12.247214794335026,-20.36598651270968,-8.234231633726987,-7.475894614978032
-6.788065831159337,-3.673290341997343,-10.694784159023587,-4.568161900600834,-2.999732152488808,4.45873804099361,1.2425231368328684,-11.690369666144404,-8.786031573132657,-11.07685433966787,-13.716414368617384,-18.955118017403635,-5.660666465664528,-2.090289044123587
-6.630293017672465,-8.108818953558862,-11.33271897628893,-2.0390453511694075,-6.4075691220568265,3.917992652855863,4.663118453828304,-4.030701864352025,-4.785442951579518,-11.645709639637316,-12.094656159267076,-16.579320724856984,-1.5172366284702838,5.092412217946953
-4.587268643863446,-8.965778542667133,-9.54585882241979,0.8496941776844537,-5.662719989024647,3.467954350061912,5.294557798929681,0.3174032249189503,-2.535825188827894,-10.752643409389758,-7.583899505738407,-13.182009005939856,3.601019702143149,8.132478657113555
-0.9448043268134428,-7.066572174030369,-5.016231152495899,1.5737848932929126,-1.622003986130817,3.418927845432852,2.3827652024642765,0.4038323650117154,-2.422037355153332,-7.361609587908899,-1.6757224726450857,-8.569043845200337,7.821819629468164,6.63921534553875
3.190598839278896,-3.544984522063451,1.250836287476575,2.6812228923183774,1.619000323826084,3.490230478251803,-1.3439843289118936,1.320415821091364,-1.7641633923449167,-2.39040971108031,4.194161924992761,-3.0528838109401204,9.338481660597704,6.376537191795266
8.247561511620068,0.7902491143519832,7.221222188507578,4.027213343413782,4.892415487265853,2.9955133092362454,-6.9783380627324565,1.6158749604526803,-1.3068759740570797,2.1124339843995403,9.202445291452037,2.257994826511598,7.816373851541039,6.0734410060763775
9.26380035086633,4.969059192599845,10.848472578488042,4.789515804184192,6.150322349963622,1.479869782759379,-9.393780999961384,2.73913843368127,0.0481436350119901,4.717084194057937,12.578561375786284,5.9451612994521525,4.611648174444987,5.769420501220554
